jsonl_line,task_id,api_group,api,generation_seed,ab_order,finish_reason,raw_token_count,generation_seconds,parseable,runnable,target_valid,oracle_bearing,error_labels,failure_cluster,exact_turn_delimiter,turn_delimiter_or_prefix,end_of_turn_count,start_of_turn_count,role_sequence,unclosed_markdown_fence,unclosed_quote,unclosed_bracket_depth,unclosed_brackets,unclosed_block_at_eof,compile_status,repeated_suffix_block_tokens,repeated_suffix_repetitions,ngram4_repeat_fraction,ngram4_max_count,ngram8_repeat_fraction,ngram8_max_count,output_chars,output_lines,prompt_echo_phrases,raw_output_sha256,ast_reason
59,trdgl_pytorch_120_v1|torch.flatten|3407,shape_and_composition,torch.flatten,3407,B2_then_B3,length,600,19.359,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.42068965517241375,3,0.38515081206496515,2,2298,56,Requirements:|Start with import torch,0d4d2fc0fbbac023b0a9ce5bc27972ff13c18033c035e00ee1c8ce2454b8c49f,"syntax: invalid syntax (<unknown>, line 19)"
60,trdgl_pytorch_120_v1|torch.flatten|7711,shape_and_composition,torch.flatten,7711,B3_then_B2,length,600,17.751,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.21759259259259256,5,0.030373831775700966,3,2095,57,,021a95569f605edf094c69b8d8debefb68344bededa1edabd6d89f5030e2fd23,"syntax: invalid syntax (<unknown>, line 31)"
61,trdgl_pytorch_120_v1|torch.from_numpy|3407,tensor_creation,torch.from_numpy,3407,B2_then_B3,length,600,17.571,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.5920792079207922,45,0.5489021956087825,45,2467,33,Requirements:|Start with import torch,74ebdf2d8d9517ff6efb8f0eef1cedbb49ced3544b8739b1f543f6ed72e15a83,"syntax: invalid syntax (<unknown>, line 21)"
62,trdgl_pytorch_120_v1|torch.from_numpy|7711,tensor_creation,torch.from_numpy,7711,B3_then_B2,length,600,16.601,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,1,user,False,False,0,,False,invalid,0,1,0.40347071583514105,8,0.2757111597374179,4,2226,50,Generate a unit test|Requirements:,001d38241cf73b2caa190a6afdb76cea9a5c146e054d3d02a045074e18aca8cd,"syntax: invalid syntax (<unknown>, line 20)"
63,trdgl_pytorch_120_v1|torch.full|3407,tensor_creation,torch.full,3407,B2_then_B3,length,600,19.583,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.47580645161290325,4,0.40217391304347827,3,2082,66,Generate rigorous PyTorch API tests|Output exactly one,f435b9155367e978388fd84a8e8cb22b880c1f4f6f3cd86e931d340120142347,"syntax: invalid syntax (<unknown>, line 17)"
64,trdgl_pytorch_120_v1|torch.full|7711,tensor_creation,torch.full,7711,B3_then_B2,length,601,17.733,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.08227848101265822,5,0.014893617021276562,2,2162,49,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,2ff7fcba0ad5af59ab8c2f8da6f12b4ff8c5015d3a8bb973950f83d9c8bbe1a7,"syntax: invalid syntax (<unknown>, line 17)"
65,trdgl_pytorch_120_v1|torch.func.grad_and_value|3407,autograd_transform_compile_and_export,torch.func.grad_and_value,3407,B2_then_B3,length,600,17.842,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,5,user>model>user>model>user,False,False,0,,False,invalid,0,1,0.49504950495049505,6,0.39249999999999996,3,1854,59,,4aad309d22306db973a7a236acd4c697106cce39078c377377b3e79957dad293,"syntax: invalid syntax (<unknown>, line 20)"
66,trdgl_pytorch_120_v1|torch.func.grad_and_value|7711,autograd_transform_compile_and_export,torch.func.grad_and_value,7711,B3_then_B2,length,600,17.675,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.3014354066985646,3,0.1908212560386473,3,2071,62,,8b88305ac7ae0dd503ef14df330d8ec4bdd77ee22552e68603365eac3fc42747,"syntax: invalid syntax (<unknown>, line 34)"
67,trdgl_pytorch_120_v1|torch.func.grad|3407,autograd_transform_compile_and_export,torch.func.grad,3407,B2_then_B3,length,600,18.975,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.5513392857142857,5,0.509009009009009,3,2023,70,Requirements:,ef075a1bcdeb54443402923d5dc48c695a27a76a05fd8e9e2184caf06d86f3b8,"syntax: invalid syntax (<unknown>, line 22)"
68,trdgl_pytorch_120_v1|torch.func.grad|7711,autograd_transform_compile_and_export,torch.func.grad,7711,B3_then_B2,length,600,18.672,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,7,3,user>user>user,False,False,0,,False,invalid,0,1,0.6799116997792494,6,0.6547884187082406,4,2031,70,,878254dc1bcec9e4a89b01909a01d0b990405c43dcab1f4120ad9beacc5f9fe6,"syntax: invalid syntax (<unknown>, line 15)"
69,trdgl_pytorch_120_v1|torch.func.hessian|3407,autograd_transform_compile_and_export,torch.func.hessian,3407,B2_then_B3,length,600,18.214,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,1,(,False,invalid,0,1,0.15560640732265452,3,0.0808314087759815,2,1911,49,Generate a unit test|Requirements:,4de05b81a8d72f3b0d86737bca8df15d047aa803642136ca91183025bcfbe00a,"syntax: invalid syntax (<unknown>, line 27)"
70,trdgl_pytorch_120_v1|torch.func.hessian|7711,autograd_transform_compile_and_export,torch.func.hessian,7711,B3_then_B2,length,599,18.074,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,True,1,(,False,invalid,0,1,0.25850340136054417,4,0.1167048054919908,3,2016,64,Generate a unit test|Requirements:,c54148976bd80e52b3612a26556ba221b56af020e82afc2e4291b003cf0ba3c8,"syntax: unterminated string literal (detected at line 64) (<unknown>, line 64)"
71,trdgl_pytorch_120_v1|torch.func.jacfwd|3407,autograd_transform_compile_and_export,torch.func.jacfwd,3407,B2_then_B3,length,600,18.835,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.6174999999999999,6,0.5303030303030303,4,1878,62,,8915db450781e9f9d88de21cc1a26dce7354f484edd18a4b390592c3b997b2df,"syntax: invalid syntax (<unknown>, line 15)"
72,trdgl_pytorch_120_v1|torch.func.jacfwd|7711,autograd_transform_compile_and_export,torch.func.jacfwd,7711,B3_then_B2,length,600,18.655,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.4527845036319612,5,0.3398533007334963,4,1863,63,Generate a unit test,9be5a910edef77d492e33ef2581f78303c2dda35489b41e1295407677f1b3c07,"syntax: invalid syntax (<unknown>, line 27)"
73,trdgl_pytorch_120_v1|torch.func.jacrev|3407,autograd_transform_compile_and_export,torch.func.jacrev,3407,B2_then_B3,length,600,18.937,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.20697167755991286,4,0.08351648351648355,2,2172,58,Generate a unit test|Requirements:,8a65f8646144340675d8d600f5628e9d069bd684f2fbc9ad6e32187529bc9cd1,"syntax: invalid decimal literal (<unknown>, line 27)"
74,trdgl_pytorch_120_v1|torch.func.jacrev|7711,autograd_transform_compile_and_export,torch.func.jacrev,7711,B3_then_B2,length,600,18.674,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.3694779116465864,6,0.3076923076923077,2,2147,55,Generate a unit test|Requirements:,6875d6bdc7e0bd6d9f940b11fd417de82946c04da2311d2bc0ce22e900690dc5,"syntax: invalid syntax (<unknown>, line 24)"
75,trdgl_pytorch_120_v1|torch.func.jvp|3407,autograd_transform_compile_and_export,torch.func.jvp,3407,B2_then_B3,length,603,18.761,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5454545454545454,12,0.4694323144104804,3,1960,65,Generate a unit test,59632ee7166160a40afa14c38321ef03a3d71c6bf13d74cf8451648e320158c0,"syntax: invalid syntax (<unknown>, line 24)"
76,trdgl_pytorch_120_v1|torch.func.jvp|7711,autograd_transform_compile_and_export,torch.func.jvp,7711,B3_then_B2,length,601,18.596,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.41983122362869196,6,0.32765957446808514,3,2155,52,Generate a unit test|Requirements:|Start with import torch,4489738545fa1b173956e8d9a2fed4aa13a8babaf8b26ce3f52e9c03f2847136,"syntax: invalid syntax (<unknown>, line 17)"
77,trdgl_pytorch_120_v1|torch.func.vjp|3407,autograd_transform_compile_and_export,torch.func.vjp,3407,B2_then_B3,length,599,18.955,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.13948919449901764,4,0.02970297029702973,4,1926,53,Target API:|Documentation snapshot:,a0d5a2ea5823c5a63a8b042aa2dd3d30ed7df4e9d3f09dd3a7c37465fb6a9f42,"syntax: unmatched ')' (<unknown>, line 47)"
78,trdgl_pytorch_120_v1|torch.func.vjp|7711,autograd_transform_compile_and_export,torch.func.vjp,7711,B3_then_B2,length,600,18.655,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5818181818181818,10,0.5091743119266054,5,1722,59,Generate a unit test,e29174ec75451b312efc355ac441a2da928e6d17bf5a39a612240fc734c383fc,"syntax: invalid syntax (<unknown>, line 21)"
79,trdgl_pytorch_120_v1|torch.func.vmap|3407,autograd_transform_compile_and_export,torch.func.vmap,3407,B2_then_B3,length,600,18.787,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5515587529976019,5,0.513317191283293,5,2132,69,,1dc7b5388331971b9db20a35ef4d1c7b7a37b40c6a0772ecd3a0cf1af88d2d27,"syntax: invalid syntax (<unknown>, line 30)"
80,trdgl_pytorch_120_v1|torch.func.vmap|7711,autograd_transform_compile_and_export,torch.func.vmap,7711,B3_then_B2,length,600,18.561,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.515228426395939,4,0.458974358974359,4,2014,63,Generate a unit test,d01554e6090c753cebdccf3ff7dc028dcdff5510cb6d79e9ce4d3d9b11ae0a14,"syntax: invalid syntax (<unknown>, line 28)"
81,trdgl_pytorch_120_v1|torch.gather|3407,indexing_gather_and_scatter,torch.gather,3407,B2_then_B3,length,599,17.495,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.23913043478260865,5,0.14541832669322707,3,2098,57,Requirements:|Start with import torch,cfcec96837aa4659b96bf01a063701638fb2c17159d0e7247faebc55519f8f82,"syntax: invalid syntax (<unknown>, line 27)"
82,trdgl_pytorch_120_v1|torch.gather|7711,indexing_gather_and_scatter,torch.gather,7711,B3_then_B2,length,600,17.842,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,2,user>user,False,False,0,,False,invalid,0,1,0.4473684210526315,6,0.3495575221238938,5,2081,65,,1e611149fa9c9a563f8d02303294641b0f768efb60264afcfcd4a756f00e1182,"syntax: invalid syntax (<unknown>, line 29)"
83,trdgl_pytorch_120_v1|torch.index_add|3407,indexing_gather_and_scatter,torch.index_add,3407,B2_then_B3,length,600,17.595,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,5,user>model>user>model>user,False,False,0,,False,invalid,0,1,0.44811320754716977,6,0.3761904761904762,2,2038,65,,da64d8f1bf93a74bc93fc4a481b2a98900a5c2c798303c227483223d9da64ad2,"syntax: invalid syntax (<unknown>, line 25)"
84,trdgl_pytorch_120_v1|torch.index_add|7711,indexing_gather_and_scatter,torch.index_add,7711,B3_then_B2,length,600,17.308,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.3135964912280702,4,0.17256637168141598,3,1840,58,Documentation snapshot:,4ae92fc861d9ea39627069e8d283f4ecb69741a7585d38fa431f5156e013bca5,"syntax: invalid syntax (<unknown>, line 26)"
85,trdgl_pytorch_120_v1|torch.index_put|3407,indexing_gather_and_scatter,torch.index_put,3407,B2_then_B3,length,602,17.477,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5869074492099322,9,0.5034168564920274,4,1938,60,,7dfa91e9504c7158f48d84ac0377a7b64f4f5fbd735f44b3f98bccb0edf9ddc4,"syntax: invalid syntax (<unknown>, line 24)"
86,trdgl_pytorch_120_v1|torch.index_put|7711,indexing_gather_and_scatter,torch.index_put,7711,B3_then_B2,length,600,17.132,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5547945205479452,9,0.46543778801843316,4,1988,60,,fd2f0c225ab7df72f7f389f3af5bfb1732e2fe5759868c4284a1566187d1d9ed,"syntax: invalid syntax (<unknown>, line 25)"
87,trdgl_pytorch_120_v1|torch.index_select|3407,indexing_gather_and_scatter,torch.index_select,3407,B2_then_B3,length,600,17.266,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.6126126126126126,6,0.5727272727272728,5,2090,63,Generate a unit test,8231ceda7d1765af968a8848da7937ebe81f11fc78037d7d646dfbe4d5d443be,"syntax: invalid syntax (<unknown>, line 21)"
88,trdgl_pytorch_120_v1|torch.index_select|7711,indexing_gather_and_scatter,torch.index_select,7711,B3_then_B2,length,601,18.253,False,False,False,False,syntax,turn_delimiter_runaway_syntax,False,True,0,0,(none),False,True,1,(,False,invalid,0,1,0.6550308008213552,6,0.6169772256728778,3,2045,67,,1a137246eccfd9d4814be8c3e5c7eb79cbea6ce80d7255be741f9ade7a5c0e9a,"syntax: unterminated string literal (detected at line 67) (<unknown>, line 67)"
89,trdgl_pytorch_120_v1|torch.linalg.eigvalsh|3407,linear_algebra,torch.linalg.eigvalsh,3407,B2_then_B3,length,601,19.942,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5902004454342984,8,0.5258426966292135,4,2163,68,,3846efb270b238c96b530a9d84d7ab8a9bbcc1a1e3c19947f0bdc299a743d120,"syntax: invalid syntax (<unknown>, line 24)"
90,trdgl_pytorch_120_v1|torch.linalg.eigvalsh|7711,linear_algebra,torch.linalg.eigvalsh,7711,B3_then_B2,length,600,18.683,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.3291666666666667,6,0.1470588235294118,2,2133,53,,8bc22098097e1308689929ca83c75d1d3365a60e2fa3a24a7675d089e4fa0e71,"syntax: invalid syntax (<unknown>, line 23)"
91,trdgl_pytorch_120_v1|torch.linalg.inv|3407,linear_algebra,torch.linalg.inv,3407,B2_then_B3,length,600,20.098,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,2,user>user,False,False,0,,False,invalid,0,1,0.4693877551020408,8,0.4096109839816934,4,2076,58,Generate a unit test,95bcb8a3ee24fda2fc721f36e998275aeb11700780aa5c568873cae166ed7104,"syntax: invalid syntax (<unknown>, line 25)"
92,trdgl_pytorch_120_v1|torch.linalg.inv|7711,linear_algebra,torch.linalg.inv,7711,B3_then_B2,length,600,18.602,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5779816513761468,8,0.5023148148148149,3,2125,65,,d829210c0036a054eaf2bcded91c9a787bc0d58238fb700937b2fe59b24ac8f6,"syntax: invalid syntax (<unknown>, line 19)"
93,trdgl_pytorch_120_v1|torch.linalg.qr|3407,linear_algebra,torch.linalg.qr,3407,B2_then_B3,length,600,19.843,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.2515723270440252,6,0.12420382165605093,3,1566,39,Generate a unit test|Requirements:,bb41675ad4277f559a6dbddd0f71d09ee64785be9691029477a59ac59712acdc,"syntax: invalid syntax (<unknown>, line 18)"
94,trdgl_pytorch_120_v1|torch.linalg.qr|7711,linear_algebra,torch.linalg.qr,7711,B3_then_B2,length,600,18.602,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.4957983193277311,9,0.3877118644067796,4,2053,61,,d04e9bcd37630c9aeb34143bc2a27ff7652846d814b85d9aa615656dee52308e,"syntax: invalid syntax (<unknown>, line 18)"
95,trdgl_pytorch_120_v1|torch.linalg.solve|3407,linear_algebra,torch.linalg.solve,3407,B2_then_B3,length,600,20.102,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5877192982456141,6,0.5553097345132743,3,2004,66,Generate rigorous PyTorch API tests|Output exactly one,388da26af55b93d7dfce8e60cec027f824c76e0cff41b2748dfaf72bea6d7094,"syntax: invalid syntax (<unknown>, line 21)"
96,trdgl_pytorch_120_v1|torch.linalg.solve|7711,linear_algebra,torch.linalg.solve,7711,B3_then_B2,length,600,18.634,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.6183035714285714,8,0.5563063063063063,3,1921,67,,1d27381e28badf021267708720e1eb059c49e0af64a4a7d5682c7bb4bdcb6d59,"syntax: invalid syntax (<unknown>, line 20)"
97,trdgl_pytorch_120_v1|torch.linalg.svd|3407,linear_algebra,torch.linalg.svd,3407,B2_then_B3,length,600,20.126,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,1,(,False,invalid,0,1,0.2786069651741293,8,0.1306532663316583,3,1973,47,,eea2f78d9a34df82119034afe5324a2ca0a7785a7036f41c542a42f2b69c26ca,"syntax: invalid syntax (<unknown>, line 16)"
98,trdgl_pytorch_120_v1|torch.linalg.svd|7711,linear_algebra,torch.linalg.svd,7711,B3_then_B2,length,600,18.774,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,2,user>user,False,False,0,,False,invalid,0,1,0.5450121654501217,8,0.4766584766584766,3,2078,59,Generate a unit test,651f90059ff693fb98d8231b66402ec9f3bcb69527fcb06ef9ddf7bfb62f5881,"syntax: invalid syntax (<unknown>, line 20)"
99,trdgl_pytorch_120_v1|torch.linspace|3407,tensor_creation,torch.linspace,3407,B2_then_B3,length,600,19.924,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.34451901565995524,10,0.23024830699774268,4,2219,72,Generate a unit test,23f78b897207b86bfa6589fad060fdc08f60a66b120c638341756c84bea2423a,"syntax: invalid syntax (<unknown>, line 23)"
100,trdgl_pytorch_120_v1|torch.linspace|7711,tensor_creation,torch.linspace,7711,B3_then_B2,length,599,17.979,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,1,(,False,invalid,0,1,0.40340909090909094,10,0.3110687022900763,4,1923,54,Documentation snapshot:,f8e62a474993f8c8e9d688ef0631d830be95ac5b1edf626a2a84ba8c2ae5365e,"syntax: invalid syntax (<unknown>, line 19)"
101,trdgl_pytorch_120_v1|torch.logspace|3407,tensor_creation,torch.logspace,3407,B2_then_B3,length,600,20.719,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,0,(none),False,False,1,(,False,invalid,0,1,0.5681293302540416,8,0.4895104895104895,6,2106,67,,07792c66e1be9eabeee1498c72dac8f9b8de74fa9733cd4b279ca727afb7b509,"syntax: invalid syntax (<unknown>, line 28)"
102,trdgl_pytorch_120_v1|torch.logspace|7711,tensor_creation,torch.logspace,7711,B3_then_B2,length,600,18.602,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,0,(none),False,False,0,,False,invalid,0,1,0.528436018957346,4,0.49282296650717705,3,2120,69,,71705bfe987814cba865513777db7d2f6a1ab76bbffde1a66742c7b834ff543d,"syntax: invalid syntax (<unknown>, line 31)"
103,trdgl_pytorch_120_v1|torch.logsumexp|3407,reduction_and_statistics,torch.logsumexp,3407,B2_then_B3,length,600,19.211,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,7,5,user>model>user>user>user,False,False,0,,False,invalid,0,1,0.40601503759398494,6,0.28101265822784816,4,1947,67,,409359591e0e9c495c04d2047598d95b49475895bebedefb1d05e9dedad81802,"syntax: invalid syntax (<unknown>, line 23)"
104,trdgl_pytorch_120_v1|torch.logsumexp|7711,reduction_and_statistics,torch.logsumexp,7711,B3_then_B2,length,600,17.85,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.3965936739659367,4,0.32678132678132676,4,2069,55,Generate a unit test,ff771fc3d631af2f6fd775daee9a22cc45847bd55bcb295c55d0a6fdc89872d8,"syntax: invalid syntax (<unknown>, line 21)"
105,trdgl_pytorch_120_v1|torch.masked_select|3407,indexing_gather_and_scatter,torch.masked_select,3407,B2_then_B3,length,600,18.472,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>user,False,True,0,,False,invalid,0,1,0.5458515283842795,8,0.5110132158590308,4,2133,61,Generate rigorous PyTorch API tests|Documentation snapshot:,517e510d9a942cce74b380aefd8a05c63d8c66de867ca9878913d401b567ef7f,"syntax: unterminated string literal (detected at line 27) (<unknown>, line 27)"
106,trdgl_pytorch_120_v1|torch.masked_select|7711,indexing_gather_and_scatter,torch.masked_select,7711,B3_then_B2,length,600,17.9,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.48104265402843605,6,0.3875598086124402,3,2010,71,Generate a unit test,d01b6559b462eb0c51477de3c4d5b0160b124d3b5bf54c94566f25dc34f00d2a,"syntax: invalid syntax (<unknown>, line 12)"
107,trdgl_pytorch_120_v1|torch.matmul|3407,linear_algebra,torch.matmul,3407,B2_then_B3,length,600,19.704,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.35600907029478457,7,0.19450800915331812,2,1982,55,Generate a unit test,e712be37abc943f9a1113e12c9b9211024a2e57975539bb8f05300a930e5e198,"syntax: invalid syntax (<unknown>, line 22)"
108,trdgl_pytorch_120_v1|torch.matmul|7711,linear_algebra,torch.matmul,7711,B3_then_B2,length,600,18.37,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.5381062355658199,5,0.4638694638694638,3,2124,65,Generate rigorous PyTorch API tests|Output exactly one,8aedfeb21e92400bd37b0a9c5002ed534f98d03e7cc36e00298ad71023fe7028,"syntax: invalid syntax (<unknown>, line 21)"
109,trdgl_pytorch_120_v1|torch.mean|3407,reduction_and_statistics,torch.mean,3407,B2_then_B3,length,600,20.039,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.19565217391304346,4,0.1155378486055777,2,2167,68,Target API:|Documentation snapshot:,78c2b44ab786c278641d98cf2948070ab7460512e60773264a0bdb9a4af2b09c,"syntax: invalid decimal literal (<unknown>, line 45)"
110,trdgl_pytorch_120_v1|torch.mean|7711,reduction_and_statistics,torch.mean,7711,B3_then_B2,length,599,18.669,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>user,False,False,1,(,False,invalid,0,1,0.3702031602708804,3,0.2801822323462415,3,2068,66,Documentation snapshot:,ccf1c3d05ccb732571acf4893fb6873b1f9a49ce7a733c1523a2b2ab0c502412,"syntax: invalid syntax (<unknown>, line 19)"
111,trdgl_pytorch_120_v1|torch.median|3407,reduction_and_statistics,torch.median,3407,B2_then_B3,length,600,19.878,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,1,(,False,invalid,0,1,0.15742793791574283,4,0.046979865771812124,2,2081,61,Requirements:|Start with import torch,0fce0f1a244073c1d32f02a946cc5fa76f0fca6fcd13101832e169d33a328307,"syntax: unterminated string literal (detected at line 61) (<unknown>, line 61)"
112,trdgl_pytorch_120_v1|torch.median|7711,reduction_and_statistics,torch.median,7711,B3_then_B2,length,600,18.446,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5612244897959184,4,0.5257731958762887,3,2058,61,Generate rigorous PyTorch API tests|Output exactly one,24e7a3b783d8ff52befbef940eb33afc159d31cf3c1cefd9ce61e90bccfd89b3,"syntax: invalid syntax (<unknown>, line 23)"
113,trdgl_pytorch_120_v1|torch.mm|3407,linear_algebra,torch.mm,3407,B2_then_B3,length,600,19.56,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.5816554809843401,7,0.4762979683972912,6,2070,60,Generate a unit test|Requirements:,eb3796d504fd33d97dfa31bde020e3b5aaa07eed67d20f75ced13f2a54099af9,"syntax: invalid syntax (<unknown>, line 21)"
114,trdgl_pytorch_120_v1|torch.mm|7711,linear_algebra,torch.mm,7711,B3_then_B2,length,600,18.127,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>user,False,False,0,,False,invalid,0,1,0.31707317073170727,6,0.15212527964205813,3,2165,65,Target API:|Documentation snapshot:,54ee5648fe9854392a8a6359dbead57d6600743822d4561c2cf20989e3889241,"syntax: invalid syntax (<unknown>, line 18)"
115,trdgl_pytorch_120_v1|torch.mv|3407,linear_algebra,torch.mv,3407,B2_then_B3,length,600,18.837,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,True,invalid,0,1,0.2312775330396476,4,0.053333333333333344,2,2021,61,,996cc678673e8f9f59e6ddee2671de03806c6c7e2d4d726547e633cfa118812c,"syntax: invalid syntax (<unknown>, line 35)"
116,trdgl_pytorch_120_v1|torch.mv|7711,linear_algebra,torch.mv,7711,B3_then_B2,length,600,17.509,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.2899786780383795,5,0.16774193548387095,3,2122,55,Requirements:,1d688a777c58c85dd9795b5510386491fa7f7cd8beccfaf41f18883141a7486f,"syntax: invalid syntax (<unknown>, line 21)"
117,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool1d|3407,convolution_and_pooling,torch.nn.functional.avg_pool1d,3407,B2_then_B3,length,600,19.531,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,2,((,False,invalid,0,1,0.1584699453551912,5,0.035911602209944715,2,1921,58,Generate a unit test,a3b74973288fc766e54f9b1ac32056f1e73af9fb8a4512aab331c838a356aaeb,"syntax: invalid syntax (<unknown>, line 34)"
