source,source_role,source_sha256,source_record_index,baseline,category,harness_label,analyzer_label,task_id,api_group,api,generation_seed,raw_output_sha256,analyzer_evidence
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,348,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose3d,7711,c9b8c0e1fee0991196e4b1d796592350e498f38df013526e1cb09020a9e00957,harness target_call_present=false; AST matched F.conv_transpose3d -> torch.nn.functional.conv_transpose3d to torch.nn.functional.conv_transpose3d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,349,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|7711,convolution_and_pooling,torch.nn.functional.max_pool1d,7711,43c62086ace7b11b182e57b1c1cb9ffaa32a437e850bfcd11cebe48783b0b7a0,harness target_call_present=false; AST matched F.max_pool1d -> torch.nn.functional.max_pool1d to torch.nn.functional.max_pool1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,351,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,convolution_and_pooling,torch.nn.functional.max_pool2d,7711,963c301cc30cbd668f39857cd3492637534bfeb0ddac12677744356f751a331c,harness target_call_present=false; AST matched F.max_pool2d -> torch.nn.functional.max_pool2d to torch.nn.functional.max_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,353,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|7711,convolution_and_pooling,torch.nn.functional.max_pool3d,7711,422af829ad5b169aaaa238ff6371e460a7afe2517ef564a3887d9972cc5d35de,harness target_call_present=false; AST matched F.max_pool3d -> torch.nn.functional.max_pool3d to torch.nn.functional.max_pool3d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,356,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool1d|7711,convolution_and_pooling,torch.nn.functional.avg_pool1d,7711,0433b2243790bb06dab7913560249a0a190a4e890d66a94366e0f7816349bb70,harness target_call_present=false; AST matched F.avg_pool1d -> torch.nn.functional.avg_pool1d to torch.nn.functional.avg_pool1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,357,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|7711,convolution_and_pooling,torch.nn.functional.avg_pool2d,7711,156506b15f942c98d2816da67ee85fb9802944a9209e531e2ef7505d74c996bf,harness target_call_present=false; AST matched F.avg_pool2d -> torch.nn.functional.avg_pool2d to torch.nn.functional.avg_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,359,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|7711,convolution_and_pooling,torch.nn.functional.avg_pool3d,7711,3760944428a94c9d819a4f724d76b77d9dbc49c586920856ae3acb024b03bbf8,harness target_call_present=false; AST matched F.avg_pool3d -> torch.nn.functional.avg_pool3d to torch.nn.functional.avg_pool3d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,361,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|7711,normalization_activation_and_loss,torch.nn.functional.batch_norm,7711,edc1ff918e269849a124fe5710d2f88bca617dc28af7fc8d821e7d1ecb0a0afc,harness target_call_present=false; AST matched F.batch_norm -> torch.nn.functional.batch_norm to torch.nn.functional.batch_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,364,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|7711,normalization_activation_and_loss,torch.nn.functional.layer_norm,7711,22d7def5214f8da4f5c117fd6dc9a4fed9f065f384cb29426b8fe6c4f51d3a71,harness target_call_present=false; AST matched F.layer_norm -> torch.nn.functional.layer_norm to torch.nn.functional.layer_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,365,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,normalization_activation_and_loss,torch.nn.functional.group_norm,7711,238c466f00f30a309741d4eff5cc6b16fb0e8b3dfec38c0d9f88780ca61d50f5,harness target_call_present=false; AST matched F.group_norm -> torch.nn.functional.group_norm to torch.nn.functional.group_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,367,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.normalize|7711,normalization_activation_and_loss,torch.nn.functional.normalize,7711,be74136d4f0f7bb2d0b7ccd42e04db97134b4bbba09c848b50288ac8e6ab2c04,harness target_call_present=false; AST matched F.normalize -> torch.nn.functional.normalize to torch.nn.functional.normalize
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,369,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.relu|7711,normalization_activation_and_loss,torch.nn.functional.relu,7711,c04689e83e755091752220732e8ccbabf7861c1c655febab90e832316c726a2b,harness target_call_present=false; AST matched F.relu -> torch.nn.functional.relu to torch.nn.functional.relu
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,372,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.gelu|7711,normalization_activation_and_loss,torch.nn.functional.gelu,7711,e46a961b9d85afbd33147a719973d5c82d52d67661b7d6a548c1ea396601c8a4,harness target_call_present=false; AST matched F.gelu -> torch.nn.functional.gelu to torch.nn.functional.gelu
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,373,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.silu|7711,normalization_activation_and_loss,torch.nn.functional.silu,7711,dc35a479a5e5391a9793477b66b0c285054a6a5b1edc9295cec45347b54d42eb,harness target_call_present=false; AST matched F.silu -> torch.nn.functional.silu to torch.nn.functional.silu
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,375,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.softmax|7711,normalization_activation_and_loss,torch.nn.functional.softmax,7711,b469e5b6f2f3306986157eb0b2c4a05cdc6d41f1c0cd873db319625518b6122c,harness target_call_present=false; AST matched F.softmax -> torch.nn.functional.softmax to torch.nn.functional.softmax
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,377,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|7711,normalization_activation_and_loss,torch.nn.functional.log_softmax,7711,1529fd4a80287f4d1f5bd1a57eef94f0a9fe44192d0a044bbe350aae292353f1,harness target_call_present=false; AST matched F.log_softmax -> torch.nn.functional.log_softmax to torch.nn.functional.log_softmax
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,380,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|7711,normalization_activation_and_loss,torch.nn.functional.cross_entropy,7711,2c7d0e751cf2fbe096910af702114478952da2778f7cea581518889132f0d04a,harness target_call_present=false; AST matched F.cross_entropy -> torch.nn.functional.cross_entropy to torch.nn.functional.cross_entropy
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,381,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|7711,normalization_activation_and_loss,torch.nn.functional.mse_loss,7711,21a31cd4f34421e9ea608331291dd0ccb6d4b3145eacd9b9612ad50c8b026b04,harness target_call_present=false; AST matched F.mse_loss -> torch.nn.functional.mse_loss to torch.nn.functional.mse_loss
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,383,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|7711,normalization_activation_and_loss,torch.nn.functional.binary_cross_entropy_with_logits,7711,a2ef5d48ec31ea221eb4a93924ee14adc437218f4e895737152a5638bc898dc9,harness target_call_present=false; AST matched F.binary_cross_entropy_with_logits -> torch.nn.functional.binary_cross_entropy_with_logits to torch.nn.functional.binary_cross_entropy_with_logits
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,407,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.embedding|7711,indexing_gather_and_scatter,torch.nn.functional.embedding,7711,92d95910cdd67e573e00a89e0ee70b964eb75365c52bb81779f09be815d9180a,harness target_call_present=false; AST matched F.embedding -> torch.nn.functional.embedding to torch.nn.functional.embedding
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,460,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.autograd.functional.jacobian|7711,autograd_transform_compile_and_export,torch.autograd.functional.jacobian,7711,dddd64c3611ac78463e303ec4cb8fa6f38092d233db6be62d6329127b36e7e71,harness target_call_present=false; AST matched jacobian -> torch.autograd.functional.jacobian to torch.autograd.functional.jacobian
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,461,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad|7711,autograd_transform_compile_and_export,torch.func.grad,7711,10390716f12655b6d11b6c63949a6d320505f1b770dd12ca4d39cfdc591a63ac,harness target_call_present=false; AST matched grad -> torch.func.grad to torch.func.grad
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,463,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad_and_value|7711,autograd_transform_compile_and_export,torch.func.grad_and_value,7711,3f2671e34c2fba404c0313c53e31046e6abe822cc019963b71afeafc7c539906,harness target_call_present=false; AST matched grad_and_value -> torch.func.grad_and_value to torch.func.grad_and_value
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,465,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jacrev|7711,autograd_transform_compile_and_export,torch.func.jacrev,7711,c0d185345246b61982ca0b4bc7969b939593d3a9144316418920e3f8c6afdcfc,harness target_call_present=false; AST matched jacrev -> torch.func.jacrev to torch.func.jacrev
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,468,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jacfwd|7711,autograd_transform_compile_and_export,torch.func.jacfwd,7711,e1c3525c1462ea2640d652340288e04b186af9884afaaa53af3307edb283cd4c,harness target_call_present=false; AST matched jacfwd -> torch.func.jacfwd to torch.func.jacfwd
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,469,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.hessian|7711,autograd_transform_compile_and_export,torch.func.hessian,7711,5a1518c89cd6b7963ce3a44267508e42c357c43b55b8106f99d299d9923033b2,harness target_call_present=false; AST matched hessian -> torch.func.hessian to torch.func.hessian
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,471,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.vmap|7711,autograd_transform_compile_and_export,torch.func.vmap,7711,5dece3086179908fe5f42249e4e6c56dd7cb81d2ac2a2d2ccdd4033497f19908,harness target_call_present=false; AST matched vmap -> torch.func.vmap to torch.func.vmap
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,473,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jvp|7711,autograd_transform_compile_and_export,torch.func.jvp,7711,253cf3cc4b71f5046db4ef43bd4a9c1ed2fb2cfd4c8fa94752d0d7ada0a96f4e,harness target_call_present=false; AST matched jvp -> torch.func.jvp to torch.func.jvp
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,476,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.vjp|7711,autograd_transform_compile_and_export,torch.func.vjp,7711,3543baa79020a59551a46945bc42fa4af6cd2623fb265e63f4438a0e06ecd714,harness target_call_present=false; AST matched vjp -> torch.func.vjp to torch.func.vjp
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,479,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.export.export|7711,autograd_transform_compile_and_export,torch.export.export,7711,4525539a64348fcbc2104645b1cf633680368e87f7cbc69f39b384343a0ec329,harness target_call_present=false; AST matched export -> torch.export.export to torch.export.export
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,264,B2,fake_assertion,False,True,trdgl_pytorch_120_v1|torch.randn|7711,tensor_creation,torch.randn,7711,e490b88130418f3c4c5907a3ff09b3a2ca4e95bd6e078a789d747a2492a885a6,Boolean oracle compares expression with itself
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,339,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv2d|7711,convolution_and_pooling,torch.nn.functional.conv2d,7711,ae469ed7caa19686834b7fedfc7f3615220e5b2a1bd08fcda034dd3744686244,harness target_call_present=false; AST matched F.conv2d -> torch.nn.functional.conv2d to torch.nn.functional.conv2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,350,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|7711,convolution_and_pooling,torch.nn.functional.max_pool1d,7711,1ed733c720206619e269e3de8dccd748f36d2a713842c24cad37e9b53a7a6eee,harness target_call_present=false; AST matched F.max_pool1d -> torch.nn.functional.max_pool1d to torch.nn.functional.max_pool1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,352,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,convolution_and_pooling,torch.nn.functional.max_pool2d,7711,56edd5a99c422aeb5b6f9333390a288c76b98a813e9db9790bc441d51d585e81,harness target_call_present=false; AST matched F.max_pool2d -> torch.nn.functional.max_pool2d to torch.nn.functional.max_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,355,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool1d|7711,convolution_and_pooling,torch.nn.functional.avg_pool1d,7711,a3536d2b2e635f41a49e851e7b24a1cd96db38f656721af6903f6ad4e0ef91e6,harness target_call_present=false; AST matched F.avg_pool1d -> torch.nn.functional.avg_pool1d to torch.nn.functional.avg_pool1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,358,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|7711,convolution_and_pooling,torch.nn.functional.avg_pool2d,7711,9f7a715da1ac387d597942be7f2be803d390f9609b9e197309c2664f0eaf6edc,harness target_call_present=false; AST matched F.avg_pool2d -> torch.nn.functional.avg_pool2d to torch.nn.functional.avg_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,360,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|7711,convolution_and_pooling,torch.nn.functional.avg_pool3d,7711,051ac97c3ea70208cdb45480fc20e0c96876ee3345815948660e9a8b560715a0,harness target_call_present=false; AST matched F.avg_pool3d -> torch.nn.functional.avg_pool3d to torch.nn.functional.avg_pool3d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,362,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|7711,normalization_activation_and_loss,torch.nn.functional.batch_norm,7711,b6949e4eb6d35376c311fe992113795b1dbf24a6ab363d49289dc246d16d332b,harness target_call_present=false; AST matched F.batch_norm -> torch.nn.functional.batch_norm to torch.nn.functional.batch_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,363,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|7711,normalization_activation_and_loss,torch.nn.functional.layer_norm,7711,59b126096c21e92c42faffb5693430f10989c2881adc531128b2937c7367f9e5,harness target_call_present=false; AST matched F.layer_norm -> torch.nn.functional.layer_norm to torch.nn.functional.layer_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,366,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,normalization_activation_and_loss,torch.nn.functional.group_norm,7711,abf55fec05169b5ca6061121a1b9f0d0cd0a1720545090751fddfb32bd3b92b5,harness target_call_present=false; AST matched F.group_norm -> torch.nn.functional.group_norm to torch.nn.functional.group_norm
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,368,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.normalize|7711,normalization_activation_and_loss,torch.nn.functional.normalize,7711,76c66402e6e149e8f3a21ff851b3c52027de53ff2a2b9d83d0fd39e526f5b3c0,harness target_call_present=false; AST matched F.normalize -> torch.nn.functional.normalize to torch.nn.functional.normalize
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,374,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.silu|7711,normalization_activation_and_loss,torch.nn.functional.silu,7711,ceff83f6ca6667fd8b079f35c45a7057e8bbf770ca6a6e02bd37af28865cdb8d,harness target_call_present=false; AST matched F.silu -> torch.nn.functional.silu to torch.nn.functional.silu
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,376,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.softmax|7711,normalization_activation_and_loss,torch.nn.functional.softmax,7711,7f06eea3d47818fcdd9fa47affcef380e726d2750738d97adcd3b85abac11dff,harness target_call_present=false; AST matched F.softmax -> torch.nn.functional.softmax to torch.nn.functional.softmax
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,378,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|7711,normalization_activation_and_loss,torch.nn.functional.log_softmax,7711,bcb6079551acadf418952e692d7f579c589618e5f6406f82fff8b1c752547f1d,harness target_call_present=false; AST matched F.log_softmax -> torch.nn.functional.log_softmax to torch.nn.functional.log_softmax
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,379,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|7711,normalization_activation_and_loss,torch.nn.functional.cross_entropy,7711,0d987808118e4a6a75d2a72961b5e8b5fb65bd8ea87443f64365f7a2e197f4ad,harness target_call_present=false; AST matched F.cross_entropy -> torch.nn.functional.cross_entropy to torch.nn.functional.cross_entropy
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,382,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|7711,normalization_activation_and_loss,torch.nn.functional.mse_loss,7711,33636e0841ca53df43ea88d3136d5b37c0722aafb4f11155421f673248d3055e,harness target_call_present=false; AST matched F.mse_loss -> torch.nn.functional.mse_loss to torch.nn.functional.mse_loss
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,384,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|7711,normalization_activation_and_loss,torch.nn.functional.binary_cross_entropy_with_logits,7711,7fd210751c2ca90d1d08ffe9a43eb4612c8db420a1a78c703d2df4ca90b1c92f,harness target_call_present=false; AST matched F.binary_cross_entropy_with_logits -> torch.nn.functional.binary_cross_entropy_with_logits to torch.nn.functional.binary_cross_entropy_with_logits
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,462,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad|7711,autograd_transform_compile_and_export,torch.func.grad,7711,974dc7152d7294867e655011b591c3d1f40e21b79248d682502f0e37d357c5ae,harness target_call_present=false; AST matched grad -> torch.func.grad to torch.func.grad
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,464,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad_and_value|7711,autograd_transform_compile_and_export,torch.func.grad_and_value,7711,d7d091fcab80a42e038ece6ec5aa8bc7dcb67970a7c922839c4d5a3760a30974,harness target_call_present=false; AST matched grad_and_value -> torch.func.grad_and_value to torch.func.grad_and_value
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,466,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jacrev|7711,autograd_transform_compile_and_export,torch.func.jacrev,7711,da0733002d340c2783f5af913733d811d92e5ac91d6618e0e6ff60079d1db9f2,harness target_call_present=false; AST matched jacrev -> torch.func.jacrev to torch.func.jacrev
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,470,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.hessian|7711,autograd_transform_compile_and_export,torch.func.hessian,7711,b770764f656b2012de35687565ab7f0055399cb85d0de38d239fad9a2fb2c0db,harness target_call_present=false; AST matched hessian -> torch.func.hessian to torch.func.hessian
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,474,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jvp|7711,autograd_transform_compile_and_export,torch.func.jvp,7711,3f26b4e439101a4577f18f6a8a83a553471c01e2d210bd6d7242f3ee04c148cb,harness target_call_present=false; AST matched jvp -> torch.func.jvp to torch.func.jvp
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,480,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.export.export|7711,autograd_transform_compile_and_export,torch.export.export,7711,1c6ae4ad8de8c818b3b3b64432b87592ec62970136273ca84ba7cee6cfff6b7f,harness target_call_present=false; AST matched export -> torch.export.export to torch.export.export
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,176,B3,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,convolution_and_pooling,torch.nn.functional.max_pool2d,7711,ef77b7f3ad0d8c0f529bf6bf81c43fb28903b0123e027724f74a1ac9d930bd2a,harness target_call_present=false; AST matched F.max_pool2d -> torch.nn.functional.max_pool2d to torch.nn.functional.max_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,183,B3,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,normalization_activation_and_loss,torch.nn.functional.group_norm,7711,6596064165093e95aa3e05688473dd5344e6f32e7a9fa8a9b8d25f31ce6d4d05,harness target_call_present=false; AST matched F.group_norm -> torch.nn.functional.group_norm to torch.nn.functional.group_norm
